event_id,facility_id,medicine_code,stockout_date,estimated_unmet_demand
STK-002838,FAC-0046,PARACETAMOL,2023-08-21,147.0
STK-002839,FAC-0046,PARACETAMOL,2023-08-22,428.0
STK-002840,FAC-0046,PARACETAMOL,2023-08-23,365.0
STK-002841,FAC-0046,PARACETAMOL,2023-08-24,398.0
STK-002842,FAC-0046,PARACETAMOL,2023-08-25,496.0
STK-002843,FAC-0046,PARACETAMOL,2023-08-26,456.0
STK-002844,FAC-0046,PARACETAMOL,2023-08-27,496.0
STK-002845,FAC-0046,PARACETAMOL,2023-08-28,345.0
STK-002846,FAC-0046,PARACETAMOL,2023-08-29,474.0
STK-002847,FAC-0046,PARACETAMOL,2023-08-30,347.0
STK-002848,FAC-0046,PARACETAMOL,2023-09-12,59.0
STK-002849,FAC-0046,PARACETAMOL,2023-09-13,368.0
STK-002850,FAC-0046,PARACETAMOL,2023-09-14,348.0
STK-002851,FAC-0046,PARACETAMOL,2023-09-15,520.0
STK-002852,FAC-0046,PARACETAMOL,2023-09-16,438.0
STK-002853,FAC-0046,PARACETAMOL,2023-09-17,327.0
STK-002854,FAC-0046,PARACETAMOL,2023-09-18,452.0
STK-002855,FAC-0046,PARACETAMOL,2023-09-19,347.0
STK-002856,FAC-0046,PARACETAMOL,2023-09-20,362.0
STK-002857,FAC-0046,PARACETAMOL,2023-09-21,344.0
STK-002858,FAC-0046,PARACETAMOL,2023-09-22,377.0
STK-002859,FAC-0046,PARACETAMOL,2023-09-23,368.0
STK-002860,FAC-0046,PARACETAMOL,2023-09-24,449.0
STK-002861,FAC-0046,PARACETAMOL,2023-09-25,345.0
STK-002862,FAC-0046,PARACETAMOL,2023-09-26,441.0
STK-002863,FAC-0046,PARACETAMOL,2023-09-27,296.0
STK-002864,FAC-0046,PARACETAMOL,2023-09-28,301.0
STK-002865,FAC-0046,PARACETAMOL,2023-10-13,154.0
STK-002866,FAC-0046,PARACETAMOL,2023-10-14,301.0
STK-002867,FAC-0046,PARACETAMOL,2023-10-15,343.0
STK-002868,FAC-0046,PARACETAMOL,2023-10-16,310.0
STK-002869,FAC-0046,PARACETAMOL,2023-10-17,262.0
STK-002870,FAC-0046,PARACETAMOL,2023-10-18,344.0
STK-002871,FAC-0046,PARACETAMOL,2023-10-19,321.0
STK-002872,FAC-0046,PARACETAMOL,2023-10-20,224.0
STK-002873,FAC-0046,PARACETAMOL,2023-10-21,318.0
STK-002874,FAC-0046,PARACETAMOL,2023-10-22,325.0
STK-002875,FAC-0046,PARACETAMOL,2023-10-23,224.0
STK-002876,FAC-0046,PARACETAMOL,2023-10-24,237.0
STK-002877,FAC-0046,PARACETAMOL,2023-10-25,258.0
STK-002878,FAC-0046,PARACETAMOL,2023-10-26,307.0
STK-002879,FAC-0046,PARACETAMOL,2023-10-27,294.0
STK-002880,FAC-0046,PARACETAMOL,2023-10-28,258.0
STK-002881,FAC-0046,PARACETAMOL,2023-10-29,193.0
STK-002882,FAC-0046,PARACETAMOL,2023-10-30,242.0
STK-002883,FAC-0046,PARACETAMOL,2023-10-31,213.0
STK-002884,FAC-0046,PARACETAMOL,2023-11-01,223.0
STK-002885,FAC-0046,PARACETAMOL,2023-11-02,124.0
STK-002886,FAC-0046,PARACETAMOL,2023-11-03,236.0
STK-002887,FAC-0046,PARACETAMOL,2023-11-04,220.0
STK-002888,FAC-0046,PARACETAMOL,2023-11-05,243.0
STK-002889,FAC-0046,PARACETAMOL,2023-11-06,240.0
STK-002890,FAC-0046,PARACETAMOL,2023-11-07,234.0
STK-002891,FAC-0046,PARACETAMOL,2023-11-08,250.0
STK-002892,FAC-0046,PARACETAMOL,2023-11-09,190.0
STK-002893,FAC-0046,PARACETAMOL,2023-11-10,193.0
STK-002894,FAC-0046,PARACETAMOL,2023-11-11,214.0
STK-002895,FAC-0046,PARACETAMOL,2023-11-12,251.0
STK-002896,FAC-0046,PARACETAMOL,2023-11-13,173.0
STK-002897,FAC-0046,PARACETAMOL,2023-11-14,146.0
STK-002898,FAC-0046,PARACETAMOL,2023-11-15,230.0
STK-002899,FAC-0046,PARACETAMOL,2023-11-16,138.0
STK-002900,FAC-0046,PARACETAMOL,2023-11-17,203.0
STK-002901,FAC-0046,PARACETAMOL,2023-11-18,141.0
STK-002902,FAC-0046,PARACETAMOL,2023-11-19,176.0
STK-002903,FAC-0046,PARACETAMOL,2023-11-20,125.0
STK-002904,FAC-0046,PARACETAMOL,2023-11-21,122.0
STK-002905,FAC-0046,RIF_INH,2023-01-01,11.0
STK-002906,FAC-0046,RIF_INH,2023-01-02,12.0
STK-002907,FAC-0046,RIF_INH,2023-01-03,9.0
STK-002908,FAC-0046,RIF_INH,2023-01-04,9.0
STK-002909,FAC-0047,PARACETAMOL,2023-01-01,34.0
STK-002910,FAC-0047,PARACETAMOL,2023-01-02,19.0
STK-002911,FAC-0047,PARACETAMOL,2023-01-03,38.0
STK-002912,FAC-0047,PARACETAMOL,2023-01-04,29.0
STK-002913,FAC-0047,PARACETAMOL,2023-01-05,13.0
STK-002914,FAC-0047,RIF_INH,2023-01-02,3.0
STK-002915,FAC-0047,RIF_INH,2023-01-03,2.0
STK-002916,FAC-0047,RIF_INH,2023-01-06,6.0
STK-002917,FAC-0047,RIF_INH,2023-01-07,3.0
STK-002918,FAC-0048,PARACETAMOL,2023-01-01,21.0
STK-002919,FAC-0048,PARACETAMOL,2023-01-02,41.0
STK-002920,FAC-0048,PARACETAMOL,2023-01-03,24.0
STK-002921,FAC-0048,PARACETAMOL,2023-01-04,65.0
STK-002922,FAC-0048,PARACETAMOL,2023-01-05,24.0
STK-002923,FAC-0048,PARACETAMOL,2023-01-06,29.0
STK-002924,FAC-0048,PARACETAMOL,2023-01-07,30.0
STK-002925,FAC-0048,PARACETAMOL,2023-01-08,38.0
STK-002926,FAC-0048,PARACETAMOL,2023-01-09,33.0
STK-002927,FAC-0048,PARACETAMOL,2023-01-10,45.0
STK-002928,FAC-0048,PARACETAMOL,2023-01-11,24.0
STK-002929,FAC-0048,PARACETAMOL,2023-01-12,16.0
STK-002930,FAC-0048,PARACETAMOL,2023-01-13,43.0
STK-002931,FAC-0048,PARACETAMOL,2023-01-14,20.0
STK-002932,FAC-0048,PARACETAMOL,2023-01-15,21.0
STK-002933,FAC-0048,PARACETAMOL,2023-01-16,23.0
STK-002934,FAC-0048,PARACETAMOL,2023-01-17,27.0
STK-002935,FAC-0048,PARACETAMOL,2023-01-18,36.0
STK-002936,FAC-0048,PARACETAMOL,2023-01-19,14.0
STK-002937,FAC-0048,PARACETAMOL,2023-01-20,26.0
STK-002938,FAC-0048,PARACETAMOL,2023-01-21,34.0
STK-002939,FAC-0048,PARACETAMOL,2023-01-22,20.0
STK-002940,FAC-0048,PARACETAMOL,2023-01-23,37.0
STK-002941,FAC-0048,PARACETAMOL,2023-01-24,34.0
STK-002942,FAC-0048,RIF_INH,2023-01-02,4.0
STK-002943,FAC-0048,RIF_INH,2023-01-03,1.0
STK-002944,FAC-0049,EPINEPHRINE,2023-01-01,1.0
STK-002945,FAC-0049,EPINEPHRINE,2023-01-04,1.0
STK-002946,FAC-0049,EPINEPHRINE,2023-01-06,1.0
STK-002947,FAC-0049,EPINEPHRINE,2023-01-07,1.0
STK-002948,FAC-0049,EPINEPHRINE,2023-01-08,1.0
STK-002949,FAC-0049,EPINEPHRINE,2023-01-09,1.0
STK-002950,FAC-0049,EPINEPHRINE,2023-01-13,1.0
STK-002951,FAC-0049,EPINEPHRINE,2023-01-16,1.0
STK-002952,FAC-0049,EPINEPHRINE,2023-01-17,1.0
STK-002953,FAC-0049,EPINEPHRINE,2023-01-18,1.0
STK-002954,FAC-0049,EPINEPHRINE,2023-01-20,1.0
STK-002955,FAC-0049,EPINEPHRINE,2023-02-23,1.0
STK-002956,FAC-0049,EPINEPHRINE,2023-02-24,1.0
STK-002957,FAC-0049,EPINEPHRINE,2023-02-27,1.0
STK-002958,FAC-0049,EPINEPHRINE,2023-02-28,1.0
STK-002959,FAC-0049,EPINEPHRINE,2023-03-03,1.0
STK-002960,FAC-0049,EPINEPHRINE,2023-03-07,1.0
STK-002961,FAC-0049,EPINEPHRINE,2023-03-24,1.0
STK-002962,FAC-0049,EPINEPHRINE,2023-03-25,2.0
STK-002963,FAC-0049,EPINEPHRINE,2023-03-27,1.0
STK-002964,FAC-0049,EPINEPHRINE,2023-03-29,1.0
STK-002965,FAC-0049,EPINEPHRINE,2023-04-02,1.0
STK-002966,FAC-0049,EPINEPHRINE,2023-04-03,1.0
STK-002967,FAC-0049,EPINEPHRINE,2023-04-04,2.0
STK-002968,FAC-0049,EPINEPHRINE,2023-04-25,1.0
STK-002969,FAC-0049,EPINEPHRINE,2023-04-30,1.0
STK-002970,FAC-0049,EPINEPHRINE,2023-05-01,1.0
STK-002971,FAC-0049,EPINEPHRINE,2023-05-02,1.0
STK-002972,FAC-0049,EPINEPHRINE,2023-05-03,2.0
STK-002973,FAC-0049,EPINEPHRINE,2023-05-04,2.0
STK-002974,FAC-0049,EPINEPHRINE,2023-05-25,1.0
STK-002975,FAC-0049,EPINEPHRINE,2023-05-26,1.0
STK-002976,FAC-0049,EPINEPHRINE,2023-06-01,2.0
STK-002977,FAC-0049,EPINEPHRINE,2023-06-02,1.0
STK-002978,FAC-0049,EPINEPHRINE,2023-09-23,3.0
STK-002979,FAC-0049,EPINEPHRINE,2023-09-24,1.0
STK-002980,FAC-0049,EPINEPHRINE,2023-09-25,1.0
STK-002981,FAC-0049,EPINEPHRINE,2023-09-28,1.0
STK-002982,FAC-0049,EPINEPHRINE,2023-09-29,1.0
STK-002983,FAC-0049,EPINEPHRINE,2023-10-01,1.0
STK-002984,FAC-0049,EPINEPHRINE,2023-10-02,1.0
STK-002985,FAC-0049,EPINEPHRINE,2023-11-22,1.0
STK-002986,FAC-0049,EPINEPHRINE,2023-11-24,1.0
STK-002987,FAC-0049,EPINEPHRINE,2023-11-25,1.0
STK-002988,FAC-0049,EPINEPHRINE,2023-11-26,2.0
STK-002989,FAC-0049,EPINEPHRINE,2023-11-27,1.0
STK-002990,FAC-0049,EPINEPHRINE,2023-12-10,1.0
STK-002991,FAC-0049,EPINEPHRINE,2023-12-11,1.0
STK-002992,FAC-0049,EPINEPHRINE,2023-12-12,1.0
STK-002993,FAC-0049,EPINEPHRINE,2023-12-15,1.0
STK-002994,FAC-0049,EPINEPHRINE,2023-12-17,2.0
STK-002995,FAC-0049,EPINEPHRINE,2023-12-18,1.0
STK-002996,FAC-0049,EPINEPHRINE,2023-12-21,1.0
STK-002997,FAC-0049,EPINEPHRINE,2023-12-24,1.0
STK-002998,FAC-0049,EPINEPHRINE,2023-12-28,1.0
STK-002999,FAC-0049,PARACETAMOL,2023-01-01,120.0
STK-003000,FAC-0049,PARACETAMOL,2023-01-02,167.0
STK-003001,FAC-0049,PARACETAMOL,2023-01-03,95.0
STK-003002,FAC-0049,PARACETAMOL,2023-01-04,154.0
STK-003003,FAC-0049,PARACETAMOL,2023-01-05,160.0
STK-003004,FAC-0049,PARACETAMOL,2023-01-06,127.0
STK-003005,FAC-0049,PARACETAMOL,2023-07-25,130.0
STK-003006,FAC-0049,PARACETAMOL,2023-07-26,408.0
STK-003007,FAC-0049,PARACETAMOL,2023-07-27,359.0
STK-003008,FAC-0049,PARACETAMOL,2023-07-28,353.0
STK-003009,FAC-0049,PARACETAMOL,2023-07-29,496.0
STK-003010,FAC-0049,PARACETAMOL,2023-08-09,26.0
STK-003011,FAC-0049,PARACETAMOL,2023-08-10,415.0
STK-003012,FAC-0049,PARACETAMOL,2023-08-11,525.0
STK-003013,FAC-0049,PARACETAMOL,2023-08-12,468.0
STK-003014,FAC-0049,PARACETAMOL,2023-08-13,366.0
STK-003015,FAC-0049,PARACETAMOL,2023-08-14,516.0
STK-003016,FAC-0049,PARACETAMOL,2023-08-15,455.0
STK-003017,FAC-0049,PARACETAMOL,2023-08-16,432.0
STK-003018,FAC-0049,PARACETAMOL,2023-08-17,499.0
STK-003019,FAC-0049,PARACETAMOL,2023-08-18,571.0
STK-003020,FAC-0049,PARACETAMOL,2023-08-19,317.0
STK-003021,FAC-0049,PARACETAMOL,2023-08-20,535.0
STK-003022,FAC-0049,PARACETAMOL,2023-08-21,474.0
STK-003023,FAC-0049,PARACETAMOL,2023-08-22,347.0
STK-003024,FAC-0049,PARACETAMOL,2023-08-23,472.0
STK-003025,FAC-0049,PARACETAMOL,2023-08-24,499.0
STK-003026,FAC-0049,PARACETAMOL,2023-08-25,414.0
STK-003027,FAC-0049,PARACETAMOL,2023-08-26,443.0
STK-003028,FAC-0049,PARACETAMOL,2023-08-27,523.0
STK-003029,FAC-0049,PARACETAMOL,2023-08-28,510.0
STK-003030,FAC-0049,PARACETAMOL,2023-08-29,434.0
STK-003031,FAC-0049,PARACETAMOL,2023-08-30,410.0
STK-003032,FAC-0049,PARACETAMOL,2023-08-31,546.0
STK-003033,FAC-0049,PARACETAMOL,2023-09-01,391.0
STK-003034,FAC-0049,PARACETAMOL,2023-09-02,371.0
STK-003035,FAC-0049,PARACETAMOL,2023-09-03,516.0
STK-003036,FAC-0049,PARACETAMOL,2023-09-04,442.0
STK-003037,FAC-0049,PARACETAMOL,2023-09-05,467.0
STK-003038,FAC-0049,PARACETAMOL,2023-09-06,454.0
STK-003039,FAC-0049,PARACETAMOL,2023-09-07,375.0
STK-003040,FAC-0049,PARACETAMOL,2023-09-08,420.0
STK-003041,FAC-0049,PARACETAMOL,2023-09-09,553.0
STK-003042,FAC-0049,PARACETAMOL,2023-09-10,458.0
STK-003043,FAC-0049,PARACETAMOL,2023-09-11,409.0
STK-003044,FAC-0049,PARACETAMOL,2023-09-12,479.0
STK-003045,FAC-0049,PARACETAMOL,2023-09-24,340.0
STK-003046,FAC-0049,PARACETAMOL,2023-09-25,443.0
STK-003047,FAC-0049,PARACETAMOL,2023-09-26,393.0
STK-003048,FAC-0049,PARACETAMOL,2023-09-27,427.0
STK-003049,FAC-0049,PARACETAMOL,2023-09-28,358.0
STK-003050,FAC-0049,PARACETAMOL,2023-09-29,359.0
STK-003051,FAC-0049,PARACETAMOL,2023-09-30,376.0
STK-003052,FAC-0049,PARACETAMOL,2023-10-01,362.0
STK-003053,FAC-0049,PARACETAMOL,2023-10-02,513.0
STK-003054,FAC-0049,PARACETAMOL,2023-10-03,388.0
STK-003055,FAC-0049,PARACETAMOL,2023-10-04,387.0
STK-003056,FAC-0049,PARACETAMOL,2023-10-05,445.0
STK-003057,FAC-0049,PARACETAMOL,2023-10-06,381.0
STK-003058,FAC-0049,PARACETAMOL,2023-10-07,421.0
STK-003059,FAC-0049,PARACETAMOL,2023-10-08,424.0
STK-003060,FAC-0049,PARACETAMOL,2023-10-09,507.0
STK-003061,FAC-0049,PARACETAMOL,2023-10-10,349.0
STK-003062,FAC-0049,PARACETAMOL,2023-10-11,346.0
STK-003063,FAC-0049,PARACETAMOL,2023-10-12,380.0
STK-003064,FAC-0049,PARACETAMOL,2023-10-13,226.0
STK-003065,FAC-0049,PARACETAMOL,2023-10-14,341.0
STK-003066,FAC-0049,PARACETAMOL,2023-10-15,340.0
STK-003067,FAC-0049,PARACETAMOL,2023-10-16,364.0
STK-003068,FAC-0049,PARACETAMOL,2023-10-17,346.0
STK-003069,FAC-0049,PARACETAMOL,2023-10-18,280.0
STK-003070,FAC-0049,PARACETAMOL,2023-10-19,388.0
STK-003071,FAC-0049,PARACETAMOL,2023-10-20,317.0
STK-003072,FAC-0049,PARACETAMOL,2023-10-21,320.0
STK-003073,FAC-0049,PARACETAMOL,2023-10-22,356.0
STK-003074,FAC-0049,PARACETAMOL,2023-10-23,329.0
STK-003075,FAC-0049,PARACETAMOL,2023-10-24,288.0
STK-003076,FAC-0049,PARACETAMOL,2023-10-25,298.0
STK-003077,FAC-0049,PARACETAMOL,2023-10-26,290.0
STK-003078,FAC-0049,PARACETAMOL,2023-10-27,280.0
STK-003079,FAC-0049,RIF_INH,2023-01-01,6.0
STK-003080,FAC-0049,RIF_INH,2023-01-02,18.0
STK-003081,FAC-0049,RIF_INH,2023-01-03,9.0
STK-003082,FAC-0049,RIF_INH,2023-01-04,12.0
STK-003083,FAC-0049,RIF_INH,2023-01-05,9.0
STK-003084,FAC-0049,RIF_INH,2023-01-06,7.0
STK-003085,FAC-0049,RIF_INH,2023-01-07,12.0
STK-003086,FAC-0049,RIF_INH,2023-01-08,11.0
STK-003087,FAC-0049,RIF_INH,2023-01-09,10.0
STK-003088,FAC-0049,RIF_INH,2023-01-10,5.0
STK-003089,FAC-0049,RIF_INH,2023-01-11,8.0
STK-003090,FAC-0049,RIF_INH,2023-01-12,6.0
STK-003091,FAC-0049,RIF_INH,2023-01-13,9.0
STK-003092,FAC-0049,RIF_INH,2023-01-14,6.0
STK-003093,FAC-0049,RIF_INH,2023-01-15,11.0
STK-003094,FAC-0049,RIF_INH,2023-01-16,7.0
STK-003095,FAC-0049,RIF_INH,2023-01-17,9.0
STK-003096,FAC-0049,RIF_INH,2023-01-18,5.0
STK-003097,FAC-0049,RIF_INH,2023-01-19,9.0
STK-003098,FAC-0049,RIF_INH,2023-01-20,9.0
STK-003099,FAC-0049,RIF_INH,2023-01-21,6.0
STK-003100,FAC-0049,RIF_INH,2023-01-22,4.0
STK-003101,FAC-0049,RIF_INH,2023-01-23,11.0
STK-003102,FAC-0049,RIF_INH,2023-01-24,6.0
STK-003103,FAC-0049,RIF_INH,2023-01-25,4.0
STK-003104,FAC-0049,RIF_INH,2023-01-26,9.0
STK-003105,FAC-0050,EPINEPHRINE,2023-01-03,1.0
STK-003106,FAC-0050,PARACETAMOL,2023-01-01,24.0
STK-003107,FAC-0050,PARACETAMOL,2023-01-02,33.0
STK-003108,FAC-0050,PARACETAMOL,2023-01-03,9.0
STK-003109,FAC-0050,PARACETAMOL,2023-01-04,19.0
STK-003110,FAC-0050,PARACETAMOL,2023-01-05,29.0
STK-003111,FAC-0050,RIF_INH,2023-01-01,1.0
STK-003112,FAC-0050,RIF_INH,2023-01-02,1.0
STK-003113,FAC-0050,RIF_INH,2023-01-04,1.0
STK-003114,FAC-0051,EPINEPHRINE,2023-01-01,1.0
STK-003115,FAC-0051,PARACETAMOL,2023-01-01,28.0
STK-003116,FAC-0051,PARACETAMOL,2023-01-02,28.0
STK-003117,FAC-0051,PARACETAMOL,2023-01-03,28.0
STK-003118,FAC-0051,PARACETAMOL,2023-01-04,18.0
STK-003119,FAC-0051,PARACETAMOL,2023-01-05,12.0
STK-003120,FAC-0051,PARACETAMOL,2023-01-06,19.0
STK-003121,FAC-0051,RIF_INH,2023-01-01,1.0
STK-003122,FAC-0051,RIF_INH,2023-01-02,1.0
STK-003123,FAC-0051,RIF_INH,2023-01-03,1.0
STK-003124,FAC-0051,RIF_INH,2023-01-04,2.0
STK-003125,FAC-0051,RIF_INH,2023-01-05,1.0
STK-003126,FAC-0051,RIF_INH,2023-01-06,2.0
STK-003127,FAC-0051,RIF_INH,2023-01-07,3.0
STK-003128,FAC-0051,RIF_INH,2023-01-09,2.0
STK-003129,FAC-0052,EPINEPHRINE,2023-01-01,1.0
STK-003130,FAC-0052,PARACETAMOL,2023-01-01,18.0
STK-003131,FAC-0052,RIF_INH,2023-01-01,3.0
STK-003132,FAC-0053,EPINEPHRINE,2023-01-22,2.0
STK-003133,FAC-0053,EPINEPHRINE,2023-01-24,1.0
STK-003134,FAC-0053,EPINEPHRINE,2023-01-25,1.0
STK-003135,FAC-0053,EPINEPHRINE,2023-01-26,1.0
STK-003136,FAC-0053,EPINEPHRINE,2023-01-27,1.0
STK-003137,FAC-0053,EPINEPHRINE,2023-01-30,1.0
STK-003138,FAC-0053,EPINEPHRINE,2023-02-23,2.0
STK-003139,FAC-0053,EPINEPHRINE,2023-02-25,1.0
STK-003140,FAC-0053,EPINEPHRINE,2023-03-17,1.0
STK-003141,FAC-0053,EPINEPHRINE,2023-03-19,1.0
STK-003142,FAC-0053,EPINEPHRINE,2023-03-21,1.0
STK-003143,FAC-0053,EPINEPHRINE,2023-03-22,1.0
STK-003144,FAC-0053,EPINEPHRINE,2023-03-23,1.0
STK-003145,FAC-0053,EPINEPHRINE,2023-03-24,1.0
STK-003146,FAC-0053,EPINEPHRINE,2023-03-25,1.0
STK-003147,FAC-0053,EPINEPHRINE,2023-03-28,3.0
STK-003148,FAC-0053,EPINEPHRINE,2023-03-29,1.0
STK-003149,FAC-0053,EPINEPHRINE,2023-04-02,2.0
STK-003150,FAC-0053,EPINEPHRINE,2023-04-03,1.0
STK-003151,FAC-0053,EPINEPHRINE,2023-04-22,1.0
STK-003152,FAC-0053,EPINEPHRINE,2023-04-28,2.0
STK-003153,FAC-0053,EPINEPHRINE,2023-05-01,1.0
STK-003154,FAC-0053,EPINEPHRINE,2023-05-02,2.0
STK-003155,FAC-0053,EPINEPHRINE,2023-05-05,1.0
STK-003156,FAC-0053,EPINEPHRINE,2023-05-06,2.0
STK-003157,FAC-0053,EPINEPHRINE,2023-05-07,1.0
STK-003158,FAC-0053,EPINEPHRINE,2023-05-08,1.0
STK-003159,FAC-0053,EPINEPHRINE,2023-06-01,3.0
STK-003160,FAC-0053,EPINEPHRINE,2023-06-02,2.0
STK-003161,FAC-0053,EPINEPHRINE,2023-06-05,1.0
STK-003162,FAC-0053,EPINEPHRINE,2023-06-09,1.0
STK-003163,FAC-0053,EPINEPHRINE,2023-06-10,2.0
STK-003164,FAC-0053,EPINEPHRINE,2023-06-14,1.0
STK-003165,FAC-0053,EPINEPHRINE,2023-06-17,2.0
STK-003166,FAC-0053,EPINEPHRINE,2023-06-18,1.0
STK-003167,FAC-0053,EPINEPHRINE,2023-06-19,1.0
STK-003168,FAC-0053,EPINEPHRINE,2023-06-20,1.0
STK-003169,FAC-0053,EPINEPHRINE,2023-06-21,1.0
STK-003170,FAC-0053,EPINEPHRINE,2023-07-03,1.0
STK-003171,FAC-0053,EPINEPHRINE,2023-07-04,1.0
STK-003172,FAC-0053,EPINEPHRINE,2023-07-07,3.0
STK-003173,FAC-0053,EPINEPHRINE,2023-07-18,1.0
STK-003174,FAC-0053,EPINEPHRINE,2023-07-19,1.0
STK-003175,FAC-0053,EPINEPHRINE,2023-07-22,1.0
STK-003176,FAC-0053,EPINEPHRINE,2023-07-27,1.0
STK-003177,FAC-0053,EPINEPHRINE,2023-07-31,3.0
STK-003178,FAC-0053,EPINEPHRINE,2023-08-16,2.0
STK-003179,FAC-0053,EPINEPHRINE,2023-08-20,2.0
STK-003180,FAC-0053,EPINEPHRINE,2023-08-26,2.0
STK-003181,FAC-0053,EPINEPHRINE,2023-08-27,1.0
STK-003182,FAC-0053,EPINEPHRINE,2023-08-30,1.0
STK-003183,FAC-0053,EPINEPHRINE,2023-09-02,1.0
STK-003184,FAC-0053,EPINEPHRINE,2023-09-03,1.0
STK-003185,FAC-0053,EPINEPHRINE,2023-09-08,1.0
STK-003186,FAC-0053,EPINEPHRINE,2023-09-09,1.0
STK-003187,FAC-0053,EPINEPHRINE,2023-09-13,2.0
STK-003188,FAC-0053,EPINEPHRINE,2023-09-14,2.0
STK-003189,FAC-0053,EPINEPHRINE,2023-10-02,1.0
STK-003190,FAC-0053,EPINEPHRINE,2023-10-03,1.0
STK-003191,FAC-0053,EPINEPHRINE,2023-10-09,1.0
STK-003192,FAC-0053,EPINEPHRINE,2023-10-10,1.0
STK-003193,FAC-0053,EPINEPHRINE,2023-10-11,2.0
STK-003194,FAC-0053,EPINEPHRINE,2023-10-29,1.0
STK-003195,FAC-0053,EPINEPHRINE,2023-10-30,1.0
STK-003196,FAC-0053,EPINEPHRINE,2023-11-02,1.0
STK-003197,FAC-0053,EPINEPHRINE,2023-11-03,1.0
STK-003198,FAC-0053,EPINEPHRINE,2023-11-04,1.0
STK-003199,FAC-0053,EPINEPHRINE,2023-11-05,2.0
STK-003200,FAC-0053,EPINEPHRINE,2023-12-02,1.0
STK-003201,FAC-0053,EPINEPHRINE,2023-12-03,2.0
STK-003202,FAC-0053,EPINEPHRINE,2023-12-09,2.0
STK-003203,FAC-0053,EPINEPHRINE,2023-12-11,1.0
STK-003204,FAC-0053,PARACETAMOL,2023-01-01,176.0
STK-003205,FAC-0053,PARACETAMOL,2023-01-02,188.0
STK-003206,FAC-0053,PARACETAMOL,2023-01-03,123.0
STK-003207,FAC-0053,PARACETAMOL,2023-01-04,225.0
STK-003208,FAC-0053,PARACETAMOL,2023-01-05,160.0
STK-003209,FAC-0053,PARACETAMOL,2023-01-06,160.0
STK-003210,FAC-0053,PARACETAMOL,2023-01-07,159.0
STK-003211,FAC-0053,PARACETAMOL,2023-01-08,143.0
STK-003212,FAC-0053,PARACETAMOL,2023-01-09,148.0
STK-003213,FAC-0053,PARACETAMOL,2023-01-10,169.0
STK-003214,FAC-0053,PARACETAMOL,2023-01-11,151.0
STK-003215,FAC-0053,PARACETAMOL,2023-01-12,165.0
STK-003216,FAC-0053,PARACETAMOL,2023-05-14,80.0
STK-003217,FAC-0053,PARACETAMOL,2023-05-15,168.0
STK-003218,FAC-0053,PARACETAMOL,2023-05-16,136.0
STK-003219,FAC-0053,PARACETAMOL,2023-05-17,157.0
STK-003220,FAC-0053,PARACETAMOL,2023-05-18,171.0
STK-003221,FAC-0053,PARACETAMOL,2023-05-19,150.0
STK-003222,FAC-0053,PARACETAMOL,2023-05-20,169.0
STK-003223,FAC-0053,PARACETAMOL,2023-05-21,156.0
STK-003224,FAC-0053,PARACETAMOL,2023-07-01,319.0
STK-003225,FAC-0053,PARACETAMOL,2023-07-02,295.0
STK-003226,FAC-0053,PARACETAMOL,2023-07-03,382.0
STK-003227,FAC-0053,PARACETAMOL,2023-07-04,395.0
STK-003228,FAC-0053,PARACETAMOL,2023-07-05,384.0
STK-003229,FAC-0053,PARACETAMOL,2023-07-06,443.0
STK-003230,FAC-0053,PARACETAMOL,2023-07-07,309.0
STK-003231,FAC-0053,PARACETAMOL,2023-07-08,326.0
STK-003232,FAC-0053,PARACETAMOL,2023-07-09,384.0
STK-003233,FAC-0053,PARACETAMOL,2023-07-21,279.0
STK-003234,FAC-0053,PARACETAMOL,2023-07-22,353.0
STK-003235,FAC-0053,PARACETAMOL,2023-07-23,457.0
STK-003236,FAC-0053,PARACETAMOL,2023-07-24,598.0
STK-003237,FAC-0053,PARACETAMOL,2023-07-25,435.0
STK-003238,FAC-0053,PARACETAMOL,2023-07-26,563.0
STK-003239,FAC-0053,PARACETAMOL,2023-07-27,472.0
STK-003240,FAC-0053,PARACETAMOL,2023-07-28,626.0
STK-003241,FAC-0053,PARACETAMOL,2023-07-29,576.0
STK-003242,FAC-0053,PARACETAMOL,2023-07-30,460.0
STK-003243,FAC-0053,PARACETAMOL,2023-07-31,563.0
STK-003244,FAC-0053,PARACETAMOL,2023-08-01,538.0
STK-003245,FAC-0053,PARACETAMOL,2023-08-02,542.0
STK-003246,FAC-0053,PARACETAMOL,2023-08-03,492.0
STK-003247,FAC-0053,PARACETAMOL,2023-08-04,581.0
STK-003248,FAC-0053,PARACETAMOL,2023-08-05,571.0
STK-003249,FAC-0053,PARACETAMOL,2023-08-06,606.0
STK-003250,FAC-0053,PARACETAMOL,2023-08-07,642.0
STK-003251,FAC-0053,PARACETAMOL,2023-08-08,523.0
STK-003252,FAC-0053,PARACETAMOL,2023-08-09,463.0
STK-003253,FAC-0053,PARACETAMOL,2023-08-10,440.0
STK-003254,FAC-0053,PARACETAMOL,2023-08-11,643.0
STK-003255,FAC-0053,PARACETAMOL,2023-08-12,634.0
STK-003256,FAC-0053,PARACETAMOL,2023-08-13,622.0
STK-003257,FAC-0053,PARACETAMOL,2023-08-22,11.0
STK-003258,FAC-0053,PARACETAMOL,2023-08-23,576.0
STK-003259,FAC-0053,PARACETAMOL,2023-08-24,622.0
