facility_id,date,patient_consultations,medicine_code,quantity_dispensed,consumption_id
FAC-0067,2023-02-20,11,RIF_INH,2,CON-0060641
FAC-0067,2023-02-21,12,RIF_INH,2,CON-0060642
FAC-0067,2023-02-22,12,RIF_INH,1,CON-0060643
FAC-0067,2023-02-23,15,RIF_INH,1,CON-0060644
FAC-0067,2023-02-24,14,RIF_INH,1,CON-0060645
FAC-0067,2023-02-25,21,RIF_INH,1,CON-0060646
FAC-0067,2023-02-26,19,RIF_INH,0,CON-0060647
FAC-0067,2023-02-27,13,RIF_INH,3,CON-0060648
FAC-0067,2023-02-28,9,RIF_INH,2,CON-0060649
FAC-0067,2023-03-01,21,RIF_INH,2,CON-0060650
FAC-0067,2023-03-02,11,RIF_INH,1,CON-0060651
FAC-0067,2023-03-03,15,RIF_INH,3,CON-0060652
FAC-0067,2023-03-04,15,RIF_INH,3,CON-0060653
FAC-0067,2023-03-05,16,RIF_INH,0,CON-0060654
FAC-0067,2023-03-06,20,RIF_INH,1,CON-0060655
FAC-0067,2023-03-07,4,RIF_INH,2,CON-0060656
FAC-0067,2023-03-08,10,RIF_INH,0,CON-0060657
FAC-0067,2023-03-09,12,RIF_INH,2,CON-0060658
FAC-0067,2023-03-10,14,RIF_INH,0,CON-0060659
FAC-0067,2023-03-11,16,RIF_INH,2,CON-0060660
FAC-0067,2023-03-12,8,RIF_INH,1,CON-0060661
FAC-0067,2023-03-13,10,RIF_INH,0,CON-0060662
FAC-0067,2023-03-14,15,RIF_INH,1,CON-0060663
FAC-0067,2023-03-15,16,RIF_INH,1,CON-0060664
FAC-0067,2023-03-16,15,RIF_INH,4,CON-0060665
FAC-0067,2023-03-17,16,RIF_INH,4,CON-0060666
FAC-0067,2023-03-18,16,RIF_INH,1,CON-0060667
FAC-0067,2023-03-19,9,RIF_INH,1,CON-0060668
FAC-0067,2023-03-20,8,RIF_INH,2,CON-0060669
FAC-0067,2023-03-21,17,RIF_INH,1,CON-0060670
FAC-0067,2023-03-22,14,RIF_INH,1,CON-0060671
FAC-0067,2023-03-23,13,RIF_INH,1,CON-0060672
FAC-0067,2023-03-24,8,RIF_INH,0,CON-0060673
FAC-0067,2023-03-25,14,RIF_INH,0,CON-0060674
FAC-0067,2023-03-26,8,RIF_INH,1,CON-0060675
FAC-0067,2023-03-27,10,RIF_INH,2,CON-0060676
FAC-0067,2023-03-28,9,RIF_INH,2,CON-0060677
FAC-0067,2023-03-29,15,RIF_INH,3,CON-0060678
FAC-0067,2023-03-30,17,RIF_INH,1,CON-0060679
FAC-0067,2023-03-31,9,RIF_INH,2,CON-0060680
FAC-0067,2023-04-01,8,RIF_INH,2,CON-0060681
FAC-0067,2023-04-02,16,RIF_INH,3,CON-0060682
FAC-0067,2023-04-03,11,RIF_INH,1,CON-0060683
FAC-0067,2023-04-04,13,RIF_INH,0,CON-0060684
FAC-0067,2023-04-05,11,RIF_INH,1,CON-0060685
FAC-0067,2023-04-06,14,RIF_INH,3,CON-0060686
FAC-0067,2023-04-07,13,RIF_INH,2,CON-0060687
FAC-0067,2023-04-08,11,RIF_INH,1,CON-0060688
FAC-0067,2023-04-09,13,RIF_INH,2,CON-0060689
FAC-0067,2023-04-10,11,RIF_INH,1,CON-0060690
FAC-0067,2023-04-11,13,RIF_INH,1,CON-0060691
FAC-0067,2023-04-12,16,RIF_INH,3,CON-0060692
FAC-0067,2023-04-13,16,RIF_INH,1,CON-0060693
FAC-0067,2023-04-14,14,RIF_INH,0,CON-0060694
FAC-0067,2023-04-15,6,RIF_INH,3,CON-0060695
FAC-0067,2023-04-16,13,RIF_INH,1,CON-0060696
FAC-0067,2023-04-17,7,RIF_INH,3,CON-0060697
FAC-0067,2023-04-18,15,RIF_INH,1,CON-0060698
FAC-0067,2023-04-19,14,RIF_INH,0,CON-0060699
FAC-0067,2023-04-20,13,RIF_INH,1,CON-0060700
FAC-0067,2023-04-21,12,RIF_INH,1,CON-0060701
FAC-0067,2023-04-22,17,RIF_INH,1,CON-0060702
FAC-0067,2023-04-23,16,RIF_INH,3,CON-0060703
FAC-0067,2023-04-24,23,RIF_INH,2,CON-0060704
FAC-0067,2023-04-25,10,RIF_INH,4,CON-0060705
FAC-0067,2023-04-26,11,RIF_INH,1,CON-0060706
FAC-0067,2023-04-27,12,RIF_INH,3,CON-0060707
FAC-0067,2023-04-28,13,RIF_INH,3,CON-0060708
FAC-0067,2023-04-29,16,RIF_INH,2,CON-0060709
FAC-0067,2023-04-30,15,RIF_INH,1,CON-0060710
FAC-0067,2023-05-01,7,RIF_INH,1,CON-0060711
FAC-0067,2023-05-02,17,RIF_INH,2,CON-0060712
FAC-0067,2023-05-03,7,RIF_INH,0,CON-0060713
FAC-0067,2023-05-04,9,RIF_INH,0,CON-0060714
FAC-0067,2023-05-05,16,RIF_INH,5,CON-0060715
FAC-0067,2023-05-06,20,RIF_INH,3,CON-0060716
FAC-0067,2023-05-07,12,RIF_INH,2,CON-0060717
FAC-0067,2023-05-08,13,RIF_INH,3,CON-0060718
FAC-0067,2023-05-09,10,RIF_INH,1,CON-0060719
FAC-0067,2023-05-10,9,RIF_INH,2,CON-0060720
FAC-0067,2023-05-11,12,RIF_INH,2,CON-0060721
FAC-0067,2023-05-12,9,RIF_INH,0,CON-0060722
FAC-0067,2023-05-13,15,RIF_INH,0,CON-0060723
FAC-0067,2023-05-14,17,RIF_INH,2,CON-0060724
FAC-0067,2023-05-15,6,RIF_INH,1,CON-0060725
FAC-0067,2023-05-16,15,RIF_INH,1,CON-0060726
FAC-0067,2023-05-17,15,RIF_INH,2,CON-0060727
FAC-0067,2023-05-18,9,RIF_INH,2,CON-0060728
FAC-0067,2023-05-19,13,RIF_INH,1,CON-0060729
FAC-0067,2023-05-20,13,RIF_INH,3,CON-0060730
FAC-0067,2023-05-21,13,RIF_INH,0,CON-0060731
FAC-0067,2023-05-22,14,RIF_INH,0,CON-0060732
FAC-0067,2023-05-23,12,RIF_INH,0,CON-0060733
FAC-0067,2023-05-24,14,RIF_INH,1,CON-0060734
FAC-0067,2023-05-25,14,RIF_INH,2,CON-0060735
FAC-0067,2023-05-26,13,RIF_INH,1,CON-0060736
FAC-0067,2023-05-27,8,RIF_INH,0,CON-0060737
FAC-0067,2023-05-28,15,RIF_INH,3,CON-0060738
FAC-0067,2023-05-29,13,RIF_INH,1,CON-0060739
FAC-0067,2023-05-30,7,RIF_INH,0,CON-0060740
FAC-0067,2023-05-31,13,RIF_INH,2,CON-0060741
FAC-0067,2023-06-01,16,RIF_INH,2,CON-0060742
FAC-0067,2023-06-02,13,RIF_INH,4,CON-0060743
FAC-0067,2023-06-03,14,RIF_INH,1,CON-0060744
FAC-0067,2023-06-04,19,RIF_INH,0,CON-0060745
FAC-0067,2023-06-05,21,RIF_INH,3,CON-0060746
FAC-0067,2023-06-06,17,RIF_INH,0,CON-0060747
FAC-0067,2023-06-07,15,RIF_INH,2,CON-0060748
FAC-0067,2023-06-08,17,RIF_INH,0,CON-0060749
FAC-0067,2023-06-09,23,RIF_INH,3,CON-0060750
FAC-0067,2023-06-10,15,RIF_INH,3,CON-0060751
FAC-0067,2023-06-11,15,RIF_INH,2,CON-0060752
FAC-0067,2023-06-12,20,RIF_INH,2,CON-0060753
FAC-0067,2023-06-13,18,RIF_INH,1,CON-0060754
FAC-0067,2023-06-14,12,RIF_INH,1,CON-0060755
FAC-0067,2023-06-15,22,RIF_INH,1,CON-0060756
FAC-0067,2023-06-16,25,RIF_INH,3,CON-0060757
FAC-0067,2023-06-17,25,RIF_INH,1,CON-0060758
FAC-0067,2023-06-18,12,RIF_INH,3,CON-0060759
FAC-0067,2023-06-19,18,RIF_INH,3,CON-0060760
FAC-0067,2023-06-20,11,RIF_INH,2,CON-0060761
FAC-0067,2023-06-21,22,RIF_INH,3,CON-0060762
FAC-0067,2023-06-22,16,RIF_INH,1,CON-0060763
FAC-0067,2023-06-23,17,RIF_INH,1,CON-0060764
FAC-0067,2023-06-24,30,RIF_INH,2,CON-0060765
FAC-0067,2023-06-25,24,RIF_INH,1,CON-0060766
FAC-0067,2023-06-26,22,RIF_INH,1,CON-0060767
FAC-0067,2023-06-27,20,RIF_INH,2,CON-0060768
FAC-0067,2023-06-28,21,RIF_INH,2,CON-0060769
FAC-0067,2023-06-29,26,RIF_INH,0,CON-0060770
FAC-0067,2023-06-30,18,RIF_INH,0,CON-0060771
FAC-0067,2023-07-01,24,RIF_INH,0,CON-0060772
FAC-0067,2023-07-02,23,RIF_INH,0,CON-0060773
FAC-0067,2023-07-03,26,RIF_INH,3,CON-0060774
FAC-0067,2023-07-04,24,RIF_INH,1,CON-0060775
FAC-0067,2023-07-05,28,RIF_INH,1,CON-0060776
FAC-0067,2023-07-06,20,RIF_INH,1,CON-0060777
FAC-0067,2023-07-07,22,RIF_INH,1,CON-0060778
FAC-0067,2023-07-08,18,RIF_INH,1,CON-0060779
FAC-0067,2023-07-09,33,RIF_INH,2,CON-0060780
FAC-0067,2023-07-10,17,RIF_INH,1,CON-0060781
FAC-0067,2023-07-11,27,RIF_INH,4,CON-0060782
FAC-0067,2023-07-12,22,RIF_INH,3,CON-0060783
FAC-0067,2023-07-13,20,RIF_INH,2,CON-0060784
FAC-0067,2023-07-14,31,RIF_INH,2,CON-0060785
FAC-0067,2023-07-15,22,RIF_INH,0,CON-0060786
FAC-0067,2023-07-16,34,RIF_INH,1,CON-0060787
FAC-0067,2023-07-17,24,RIF_INH,5,CON-0060788
FAC-0067,2023-07-18,27,RIF_INH,3,CON-0060789
FAC-0067,2023-07-19,35,RIF_INH,1,CON-0060790
FAC-0067,2023-07-20,32,RIF_INH,0,CON-0060791
FAC-0067,2023-07-21,27,RIF_INH,1,CON-0060792
FAC-0067,2023-07-22,41,RIF_INH,1,CON-0060793
FAC-0067,2023-07-23,22,RIF_INH,2,CON-0060794
FAC-0067,2023-07-24,26,RIF_INH,1,CON-0060795
FAC-0067,2023-07-25,21,RIF_INH,5,CON-0060796
FAC-0067,2023-07-26,32,RIF_INH,2,CON-0060797
FAC-0067,2023-07-27,26,RIF_INH,2,CON-0060798
FAC-0067,2023-07-28,32,RIF_INH,1,CON-0060799
FAC-0067,2023-07-29,32,RIF_INH,3,CON-0060800
FAC-0067,2023-07-30,37,RIF_INH,3,CON-0060801
FAC-0067,2023-07-31,26,RIF_INH,3,CON-0060802
FAC-0067,2023-08-01,24,RIF_INH,2,CON-0060803
FAC-0067,2023-08-02,39,RIF_INH,0,CON-0060804
FAC-0067,2023-08-03,24,RIF_INH,1,CON-0060805
FAC-0067,2023-08-04,31,RIF_INH,1,CON-0060806
FAC-0067,2023-08-05,27,RIF_INH,0,CON-0060807
FAC-0067,2023-08-06,25,RIF_INH,1,CON-0060808
FAC-0067,2023-08-07,30,RIF_INH,2,CON-0060809
FAC-0067,2023-08-08,32,RIF_INH,3,CON-0060810
FAC-0067,2023-08-09,32,RIF_INH,0,CON-0060811
FAC-0067,2023-08-10,24,RIF_INH,3,CON-0060812
FAC-0067,2023-08-11,22,RIF_INH,2,CON-0060813
FAC-0067,2023-08-12,27,RIF_INH,0,CON-0060814
FAC-0067,2023-08-13,23,RIF_INH,3,CON-0060815
FAC-0067,2023-08-14,31,RIF_INH,2,CON-0060816
FAC-0067,2023-08-15,27,RIF_INH,0,CON-0060817
FAC-0067,2023-08-16,28,RIF_INH,0,CON-0060818
FAC-0067,2023-08-17,37,RIF_INH,3,CON-0060819
FAC-0067,2023-08-18,26,RIF_INH,1,CON-0060820
FAC-0067,2023-08-19,30,RIF_INH,1,CON-0060821
FAC-0067,2023-08-20,33,RIF_INH,2,CON-0060822
FAC-0067,2023-08-21,35,RIF_INH,1,CON-0060823
FAC-0067,2023-08-22,37,RIF_INH,1,CON-0060824
FAC-0067,2023-08-23,27,RIF_INH,1,CON-0060825
FAC-0067,2023-08-24,38,RIF_INH,3,CON-0060826
FAC-0067,2023-08-25,31,RIF_INH,5,CON-0060827
FAC-0067,2023-08-26,27,RIF_INH,1,CON-0060828
FAC-0067,2023-08-27,31,RIF_INH,0,CON-0060829
FAC-0067,2023-08-28,45,RIF_INH,4,CON-0060830
FAC-0067,2023-08-29,44,RIF_INH,2,CON-0060831
FAC-0067,2023-08-30,34,RIF_INH,0,CON-0060832
FAC-0067,2023-08-31,28,RIF_INH,1,CON-0060833
FAC-0067,2023-09-01,33,RIF_INH,2,CON-0060834
FAC-0067,2023-09-02,33,RIF_INH,2,CON-0060835
FAC-0067,2023-09-03,31,RIF_INH,1,CON-0060836
FAC-0067,2023-09-04,41,RIF_INH,2,CON-0060837
FAC-0067,2023-09-05,33,RIF_INH,0,CON-0060838
FAC-0067,2023-09-06,32,RIF_INH,0,CON-0060839
FAC-0067,2023-09-07,23,RIF_INH,1,CON-0060840
FAC-0067,2023-09-08,38,RIF_INH,1,CON-0060841
FAC-0067,2023-09-09,37,RIF_INH,0,CON-0060842
FAC-0067,2023-09-10,25,RIF_INH,3,CON-0060843
FAC-0067,2023-09-11,44,RIF_INH,0,CON-0060844
FAC-0067,2023-09-12,34,RIF_INH,2,CON-0060845
FAC-0067,2023-09-13,28,RIF_INH,0,CON-0060846
FAC-0067,2023-09-14,31,RIF_INH,3,CON-0060847
FAC-0067,2023-09-15,42,RIF_INH,3,CON-0060848
FAC-0067,2023-09-16,19,RIF_INH,1,CON-0060849
FAC-0067,2023-09-17,29,RIF_INH,1,CON-0060850
FAC-0067,2023-09-18,26,RIF_INH,1,CON-0060851
FAC-0067,2023-09-19,41,RIF_INH,0,CON-0060852
FAC-0067,2023-09-20,24,RIF_INH,3,CON-0060853
FAC-0067,2023-09-21,36,RIF_INH,2,CON-0060854
FAC-0067,2023-09-22,35,RIF_INH,1,CON-0060855
FAC-0067,2023-09-23,38,RIF_INH,1,CON-0060856
FAC-0067,2023-09-24,22,RIF_INH,0,CON-0060857
FAC-0067,2023-09-25,37,RIF_INH,2,CON-0060858
FAC-0067,2023-09-26,31,RIF_INH,2,CON-0060859
FAC-0067,2023-09-27,22,RIF_INH,2,CON-0060860
FAC-0067,2023-09-28,21,RIF_INH,3,CON-0060861
FAC-0067,2023-09-29,30,RIF_INH,1,CON-0060862
FAC-0067,2023-09-30,18,RIF_INH,1,CON-0060863
FAC-0067,2023-10-01,48,RIF_INH,1,CON-0060864
FAC-0067,2023-10-02,26,RIF_INH,0,CON-0060865
FAC-0067,2023-10-03,35,RIF_INH,0,CON-0060866
FAC-0067,2023-10-04,27,RIF_INH,1,CON-0060867
FAC-0067,2023-10-05,29,RIF_INH,2,CON-0060868
FAC-0067,2023-10-06,19,RIF_INH,2,CON-0060869
FAC-0067,2023-10-07,31,RIF_INH,1,CON-0060870
FAC-0067,2023-10-08,29,RIF_INH,4,CON-0060871
FAC-0067,2023-10-09,27,RIF_INH,1,CON-0060872
FAC-0067,2023-10-10,39,RIF_INH,2,CON-0060873
FAC-0067,2023-10-11,21,RIF_INH,1,CON-0060874
FAC-0067,2023-10-12,31,RIF_INH,2,CON-0060875
FAC-0067,2023-10-13,17,RIF_INH,2,CON-0060876
FAC-0067,2023-10-14,13,RIF_INH,0,CON-0060877
FAC-0067,2023-10-15,30,RIF_INH,3,CON-0060878
FAC-0067,2023-10-16,16,RIF_INH,1,CON-0060879
FAC-0067,2023-10-17,24,RIF_INH,2,CON-0060880
FAC-0067,2023-10-18,21,RIF_INH,0,CON-0060881
FAC-0067,2023-10-19,14,RIF_INH,1,CON-0060882
FAC-0067,2023-10-20,32,RIF_INH,1,CON-0060883
FAC-0067,2023-10-21,34,RIF_INH,4,CON-0060884
FAC-0067,2023-10-22,28,RIF_INH,1,CON-0060885
FAC-0067,2023-10-23,17,RIF_INH,2,CON-0060886
FAC-0067,2023-10-24,18,RIF_INH,2,CON-0060887
FAC-0067,2023-10-25,25,RIF_INH,2,CON-0060888
FAC-0067,2023-10-26,19,RIF_INH,0,CON-0060889
FAC-0067,2023-10-27,27,RIF_INH,0,CON-0060890
FAC-0067,2023-10-28,15,RIF_INH,1,CON-0060891
FAC-0067,2023-10-29,26,RIF_INH,0,CON-0060892
FAC-0067,2023-10-30,19,RIF_INH,0,CON-0060893
FAC-0067,2023-10-31,20,RIF_INH,2,CON-0060894
FAC-0067,2023-11-01,25,RIF_INH,2,CON-0060895
FAC-0067,2023-11-02,19,RIF_INH,0,CON-0060896
FAC-0067,2023-11-03,30,RIF_INH,0,CON-0060897
FAC-0067,2023-11-04,13,RIF_INH,2,CON-0060898
FAC-0067,2023-11-05,20,RIF_INH,0,CON-0060899
FAC-0067,2023-11-06,15,RIF_INH,3,CON-0060900
FAC-0067,2023-11-07,23,RIF_INH,0,CON-0060901
FAC-0067,2023-11-08,20,RIF_INH,1,CON-0060902
FAC-0067,2023-11-09,18,RIF_INH,3,CON-0060903
FAC-0067,2023-11-10,15,RIF_INH,0,CON-0060904
FAC-0067,2023-11-11,22,RIF_INH,2,CON-0060905
FAC-0067,2023-11-12,23,RIF_INH,1,CON-0060906
FAC-0067,2023-11-13,30,RIF_INH,1,CON-0060907
FAC-0067,2023-11-14,16,RIF_INH,2,CON-0060908
FAC-0067,2023-11-15,16,RIF_INH,1,CON-0060909
FAC-0067,2023-11-16,20,RIF_INH,1,CON-0060910
FAC-0067,2023-11-17,14,RIF_INH,1,CON-0060911
FAC-0067,2023-11-18,16,RIF_INH,1,CON-0060912
FAC-0067,2023-11-19,13,RIF_INH,0,CON-0060913
FAC-0067,2023-11-20,17,RIF_INH,1,CON-0060914
FAC-0067,2023-11-21,17,RIF_INH,2,CON-0060915
FAC-0067,2023-11-22,15,RIF_INH,3,CON-0060916
FAC-0067,2023-11-23,11,RIF_INH,1,CON-0060917
FAC-0067,2023-11-24,9,RIF_INH,3,CON-0060918
FAC-0067,2023-11-25,13,RIF_INH,3,CON-0060919
FAC-0067,2023-11-26,17,RIF_INH,2,CON-0060920
FAC-0067,2023-11-27,9,RIF_INH,0,CON-0060921
FAC-0067,2023-11-28,17,RIF_INH,1,CON-0060922
FAC-0067,2023-11-29,16,RIF_INH,1,CON-0060923
FAC-0067,2023-11-30,20,RIF_INH,3,CON-0060924
FAC-0067,2023-12-01,11,RIF_INH,1,CON-0060925
FAC-0067,2023-12-02,18,RIF_INH,0,CON-0060926
FAC-0067,2023-12-03,11,RIF_INH,1,CON-0060927
FAC-0067,2023-12-04,15,RIF_INH,4,CON-0060928
FAC-0067,2023-12-05,10,RIF_INH,0,CON-0060929
FAC-0067,2023-12-06,21,RIF_INH,3,CON-0060930
FAC-0067,2023-12-07,18,RIF_INH,1,CON-0060931
FAC-0067,2023-12-08,19,RIF_INH,1,CON-0060932
FAC-0067,2023-12-09,14,RIF_INH,0,CON-0060933
FAC-0067,2023-12-10,20,RIF_INH,1,CON-0060934
FAC-0067,2023-12-11,10,RIF_INH,1,CON-0060935
FAC-0067,2023-12-12,12,RIF_INH,1,CON-0060936
FAC-0067,2023-12-13,17,RIF_INH,3,CON-0060937
FAC-0067,2023-12-14,8,RIF_INH,2,CON-0060938
FAC-0067,2023-12-15,15,RIF_INH,2,CON-0060939
FAC-0067,2023-12-16,18,RIF_INH,1,CON-0060940
FAC-0067,2023-12-17,13,RIF_INH,1,CON-0060941
FAC-0067,2023-12-18,11,RIF_INH,1,CON-0060942
FAC-0067,2023-12-19,14,RIF_INH,0,CON-0060943
FAC-0067,2023-12-20,11,RIF_INH,1,CON-0060944
FAC-0067,2023-12-21,14,RIF_INH,1,CON-0060945
FAC-0067,2023-12-22,13,RIF_INH,1,CON-0060946
FAC-0067,2023-12-23,10,RIF_INH,0,CON-0060947
FAC-0067,2023-12-24,7,RIF_INH,2,CON-0060948
FAC-0067,2023-12-25,11,RIF_INH,1,CON-0060949
FAC-0067,2023-12-26,12,RIF_INH,1,CON-0060950
FAC-0067,2023-12-27,19,RIF_INH,2,CON-0060951
FAC-0067,2023-12-28,18,RIF_INH,3,CON-0060952
FAC-0067,2023-12-29,14,RIF_INH,1,CON-0060953
FAC-0067,2023-12-30,16,RIF_INH,3,CON-0060954
FAC-0067,2023-12-31,16,RIF_INH,1,CON-0060955
FAC-0068,2023-01-01,12,RIF_INH,3,CON-0060956
FAC-0068,2023-01-02,13,RIF_INH,3,CON-0060957
FAC-0068,2023-01-03,6,RIF_INH,0,CON-0060958
FAC-0068,2023-01-04,12,RIF_INH,0,CON-0060959
FAC-0068,2023-01-05,11,RIF_INH,2,CON-0060960
FAC-0068,2023-01-06,12,RIF_INH,0,CON-0060961
FAC-0068,2023-01-07,16,RIF_INH,3,CON-0060962
FAC-0068,2023-01-08,7,RIF_INH,3,CON-0060963
FAC-0068,2023-01-09,13,RIF_INH,2,CON-0060964
FAC-0068,2023-01-10,9,RIF_INH,5,CON-0060965
FAC-0068,2023-01-11,15,RIF_INH,0,CON-0060966
FAC-0068,2023-01-12,11,RIF_INH,0,CON-0060967
FAC-0068,2023-01-13,12,RIF_INH,1,CON-0060968
FAC-0068,2023-01-14,10,RIF_INH,0,CON-0060969
FAC-0068,2023-01-15,13,RIF_INH,4,CON-0060970
FAC-0068,2023-01-16,18,RIF_INH,0,CON-0060971
FAC-0068,2023-01-17,17,RIF_INH,2,CON-0060972
FAC-0068,2023-01-18,9,RIF_INH,1,CON-0060973
FAC-0068,2023-01-19,13,RIF_INH,0,CON-0060974
FAC-0068,2023-01-20,13,RIF_INH,2,CON-0060975
FAC-0068,2023-01-21,18,RIF_INH,3,CON-0060976
FAC-0068,2023-01-22,10,RIF_INH,1,CON-0060977
FAC-0068,2023-01-23,11,RIF_INH,1,CON-0060978
FAC-0068,2023-01-24,15,RIF_INH,1,CON-0060979
FAC-0068,2023-01-25,12,RIF_INH,1,CON-0060980
FAC-0068,2023-01-26,13,RIF_INH,1,CON-0060981
FAC-0068,2023-01-27,13,RIF_INH,3,CON-0060982
FAC-0068,2023-01-28,9,RIF_INH,1,CON-0060983
FAC-0068,2023-01-29,13,RIF_INH,0,CON-0060984
FAC-0068,2023-01-30,21,RIF_INH,1,CON-0060985
FAC-0068,2023-01-31,10,RIF_INH,2,CON-0060986
FAC-0068,2023-02-01,12,RIF_INH,2,CON-0060987
FAC-0068,2023-02-02,10,RIF_INH,4,CON-0060988
FAC-0068,2023-02-03,17,RIF_INH,3,CON-0060989
FAC-0068,2023-02-04,15,RIF_INH,2,CON-0060990
FAC-0068,2023-02-05,7,RIF_INH,1,CON-0060991
FAC-0068,2023-02-06,12,RIF_INH,1,CON-0060992
FAC-0068,2023-02-07,11,RIF_INH,1,CON-0060993
FAC-0068,2023-02-08,14,RIF_INH,2,CON-0060994
FAC-0068,2023-02-09,10,RIF_INH,0,CON-0060995
FAC-0068,2023-02-10,19,RIF_INH,1,CON-0060996
FAC-0068,2023-02-11,12,RIF_INH,2,CON-0060997
FAC-0068,2023-02-12,11,RIF_INH,2,CON-0060998
FAC-0068,2023-02-13,15,RIF_INH,1,CON-0060999
FAC-0068,2023-02-14,16,RIF_INH,1,CON-0061000
FAC-0068,2023-02-15,11,RIF_INH,1,CON-0061001
FAC-0068,2023-02-16,13,RIF_INH,2,CON-0061002
FAC-0068,2023-02-17,11,RIF_INH,3,CON-0061003
FAC-0068,2023-02-18,12,RIF_INH,0,CON-0061004
FAC-0068,2023-02-19,14,RIF_INH,1,CON-0061005
FAC-0068,2023-02-20,15,RIF_INH,5,CON-0061006
FAC-0068,2023-02-21,10,RIF_INH,2,CON-0061007
FAC-0068,2023-02-22,5,RIF_INH,2,CON-0061008
FAC-0068,2023-02-23,8,RIF_INH,2,CON-0061009
FAC-0068,2023-02-24,10,RIF_INH,0,CON-0061010
FAC-0068,2023-02-25,9,RIF_INH,3,CON-0061011
FAC-0068,2023-02-26,6,RIF_INH,0,CON-0061012
FAC-0068,2023-02-27,17,RIF_INH,4,CON-0061013
FAC-0068,2023-02-28,10,RIF_INH,1,CON-0061014
FAC-0068,2023-03-01,4,RIF_INH,0,CON-0061015
FAC-0068,2023-03-02,7,RIF_INH,3,CON-0061016
FAC-0068,2023-03-03,11,RIF_INH,0,CON-0061017
FAC-0068,2023-03-04,9,RIF_INH,1,CON-0061018
FAC-0068,2023-03-05,15,RIF_INH,4,CON-0061019
FAC-0068,2023-03-06,6,RIF_INH,2,CON-0061020
FAC-0068,2023-03-07,14,RIF_INH,1,CON-0061021
FAC-0068,2023-03-08,15,RIF_INH,4,CON-0061022
FAC-0068,2023-03-09,8,RIF_INH,0,CON-0061023
FAC-0068,2023-03-10,14,RIF_INH,0,CON-0061024
FAC-0068,2023-03-11,10,RIF_INH,2,CON-0061025
FAC-0068,2023-03-12,10,RIF_INH,1,CON-0061026
FAC-0068,2023-03-13,8,RIF_INH,3,CON-0061027
FAC-0068,2023-03-14,11,RIF_INH,4,CON-0061028
FAC-0068,2023-03-15,9,RIF_INH,2,CON-0061029
FAC-0068,2023-03-16,13,RIF_INH,0,CON-0061030
FAC-0068,2023-03-17,13,RIF_INH,2,CON-0061031
FAC-0068,2023-03-18,13,RIF_INH,3,CON-0061032
FAC-0068,2023-03-19,13,RIF_INH,1,CON-0061033
FAC-0068,2023-03-20,12,RIF_INH,2,CON-0061034
FAC-0068,2023-03-21,13,RIF_INH,1,CON-0061035
FAC-0068,2023-03-22,9,RIF_INH,0,CON-0061036
FAC-0068,2023-03-23,13,RIF_INH,0,CON-0061037
FAC-0068,2023-03-24,10,RIF_INH,2,CON-0061038
FAC-0068,2023-03-25,17,RIF_INH,4,CON-0061039
FAC-0068,2023-03-26,13,RIF_INH,2,CON-0061040
FAC-0068,2023-03-27,13,RIF_INH,1,CON-0061041
FAC-0068,2023-03-28,6,RIF_INH,0,CON-0061042
FAC-0068,2023-03-29,7,RIF_INH,0,CON-0061043
FAC-0068,2023-03-30,15,RIF_INH,0,CON-0061044
FAC-0068,2023-03-31,17,RIF_INH,1,CON-0061045
FAC-0068,2023-04-01,13,RIF_INH,1,CON-0061046
FAC-0068,2023-04-02,14,RIF_INH,4,CON-0061047
FAC-0068,2023-04-03,16,RIF_INH,1,CON-0061048
FAC-0068,2023-04-04,7,RIF_INH,0,CON-0061049
FAC-0068,2023-04-05,12,RIF_INH,3,CON-0061050
FAC-0068,2023-04-06,16,RIF_INH,0,CON-0061051
FAC-0068,2023-04-07,13,RIF_INH,3,CON-0061052
FAC-0068,2023-04-08,14,RIF_INH,1,CON-0061053
FAC-0068,2023-04-09,12,RIF_INH,3,CON-0061054
FAC-0068,2023-04-10,8,RIF_INH,2,CON-0061055
FAC-0068,2023-04-11,9,RIF_INH,3,CON-0061056
FAC-0068,2023-04-12,10,RIF_INH,2,CON-0061057
FAC-0068,2023-04-13,17,RIF_INH,0,CON-0061058
FAC-0068,2023-04-14,9,RIF_INH,1,CON-0061059
FAC-0068,2023-04-15,10,RIF_INH,2,CON-0061060
FAC-0068,2023-04-16,16,RIF_INH,4,CON-0061061
FAC-0068,2023-04-17,9,RIF_INH,4,CON-0061062
FAC-0068,2023-04-18,15,RIF_INH,2,CON-0061063
FAC-0068,2023-04-19,9,RIF_INH,3,CON-0061064
FAC-0068,2023-04-20,12,RIF_INH,1,CON-0061065
FAC-0068,2023-04-21,16,RIF_INH,0,CON-0061066
FAC-0068,2023-04-22,14,RIF_INH,2,CON-0061067
FAC-0068,2023-04-23,11,RIF_INH,1,CON-0061068
FAC-0068,2023-04-24,22,RIF_INH,2,CON-0061069
FAC-0068,2023-04-25,11,RIF_INH,2,CON-0061070
FAC-0068,2023-04-26,14,RIF_INH,2,CON-0061071
FAC-0068,2023-04-27,10,RIF_INH,1,CON-0061072
FAC-0068,2023-04-28,8,RIF_INH,2,CON-0061073
FAC-0068,2023-04-29,16,RIF_INH,1,CON-0061074
FAC-0068,2023-04-30,14,RIF_INH,1,CON-0061075
FAC-0068,2023-05-01,12,RIF_INH,3,CON-0061076
