facility_id,medicine_code,expected_delivery_date,actual_delivery_date,transit_delay_days,quantity_dispatched,delivery_id,delivery_status
FAC-0046,RIF_INH,2023-04-01,2023-04-03,2,800,DEL-001772,On-Time
FAC-0046,RIF_INH,2023-05-01,2023-05-01,0,800,DEL-001773,On-Time
FAC-0046,RIF_INH,2023-05-31,2023-05-31,0,800,DEL-001774,On-Time
FAC-0046,RIF_INH,2023-06-30,2023-07-03,3,800,DEL-001775,On-Time
FAC-0046,RIF_INH,2023-07-30,2023-08-15,16,800,DEL-001776,Delayed
FAC-0046,RIF_INH,2023-08-29,2023-08-31,2,800,DEL-001777,On-Time
FAC-0046,RIF_INH,2023-09-28,2023-09-28,0,800,DEL-001778,On-Time
FAC-0046,RIF_INH,2023-10-28,2023-10-29,1,800,DEL-001779,On-Time
FAC-0046,RIF_INH,2023-11-27,2023-11-27,0,800,DEL-001780,On-Time
FAC-0046,RIF_INH,2023-12-27,2024-01-01,5,800,DEL-001781,Delayed
FAC-0046,EPINEPHRINE,2023-01-01,2023-01-02,1,10,DEL-001782,On-Time
FAC-0046,EPINEPHRINE,2023-01-31,2023-02-04,4,10,DEL-001783,Delayed
FAC-0046,EPINEPHRINE,2023-03-02,2023-03-04,2,10,DEL-001784,On-Time
FAC-0046,EPINEPHRINE,2023-04-01,2023-04-05,4,10,DEL-001785,Delayed
FAC-0046,EPINEPHRINE,2023-05-01,2023-05-05,4,10,DEL-001786,Delayed
FAC-0046,EPINEPHRINE,2023-05-31,2023-06-09,9,10,DEL-001787,Delayed
FAC-0046,EPINEPHRINE,2023-06-30,2023-07-01,1,10,DEL-001788,On-Time
FAC-0046,EPINEPHRINE,2023-07-30,2023-07-31,1,10,DEL-001789,On-Time
FAC-0046,EPINEPHRINE,2023-08-29,2023-08-31,2,10,DEL-001790,On-Time
FAC-0046,EPINEPHRINE,2023-09-28,2023-10-01,3,10,DEL-001791,On-Time
FAC-0046,EPINEPHRINE,2023-10-28,2023-10-28,0,10,DEL-001792,On-Time
FAC-0046,EPINEPHRINE,2023-11-27,2023-11-30,3,10,DEL-001793,On-Time
FAC-0046,EPINEPHRINE,2023-12-27,2024-01-01,5,10,DEL-001794,Delayed
FAC-0047,PARACETAMOL,2023-01-01,2023-01-06,5,5000,DEL-001795,Delayed
FAC-0047,PARACETAMOL,2023-01-31,2023-03-08,36,5000,DEL-001796,Delayed
FAC-0047,PARACETAMOL,2023-03-02,2023-03-31,29,5000,DEL-001797,Delayed
FAC-0047,PARACETAMOL,2023-04-01,2023-04-28,27,5000,DEL-001798,Delayed
FAC-0047,PARACETAMOL,2023-05-01,2023-05-24,23,5000,DEL-001799,Delayed
FAC-0047,PARACETAMOL,2023-05-31,2023-06-17,17,5000,DEL-001800,Delayed
FAC-0047,PARACETAMOL,2023-06-30,2023-07-11,11,5000,DEL-001801,Delayed
FAC-0047,PARACETAMOL,2023-07-30,2023-08-17,18,5000,DEL-001802,Delayed
FAC-0047,PARACETAMOL,2023-08-29,2023-09-30,32,5000,DEL-001803,Delayed
FAC-0047,PARACETAMOL,2023-09-28,2023-10-07,9,5000,DEL-001804,Delayed
FAC-0047,PARACETAMOL,2023-10-28,2023-10-31,3,5000,DEL-001805,On-Time
FAC-0047,PARACETAMOL,2023-11-27,2024-01-18,52,5000,DEL-001806,Delayed
FAC-0047,PARACETAMOL,2023-12-27,2024-02-08,43,5000,DEL-001807,Delayed
FAC-0047,RIF_INH,2023-01-01,2023-01-08,7,800,DEL-001808,Delayed
FAC-0047,RIF_INH,2023-01-31,2023-02-08,8,800,DEL-001809,Delayed
FAC-0047,RIF_INH,2023-03-02,2023-03-28,26,800,DEL-001810,Delayed
FAC-0047,RIF_INH,2023-04-01,2023-04-10,9,800,DEL-001811,Delayed
FAC-0047,RIF_INH,2023-05-01,2023-05-11,10,800,DEL-001812,Delayed
FAC-0047,RIF_INH,2023-05-31,2023-06-13,13,800,DEL-001813,Delayed
FAC-0047,RIF_INH,2023-06-30,2023-07-04,4,800,DEL-001814,Delayed
FAC-0047,RIF_INH,2023-07-30,2023-08-12,13,800,DEL-001815,Delayed
FAC-0047,RIF_INH,2023-08-29,2023-09-02,4,800,DEL-001816,Delayed
FAC-0047,RIF_INH,2023-09-28,2023-10-05,7,800,DEL-001817,Delayed
FAC-0047,RIF_INH,2023-10-28,2023-11-02,5,800,DEL-001818,Delayed
FAC-0047,RIF_INH,2023-11-27,2023-11-28,1,800,DEL-001819,On-Time
FAC-0047,RIF_INH,2023-12-27,2024-01-31,35,800,DEL-001820,Delayed
FAC-0047,EPINEPHRINE,2023-01-01,2023-01-07,6,10,DEL-001821,Delayed
FAC-0047,EPINEPHRINE,2023-01-31,2023-02-06,6,10,DEL-001822,Delayed
FAC-0047,EPINEPHRINE,2023-03-02,2023-06-21,111,10,DEL-001823,Delayed
FAC-0047,EPINEPHRINE,2023-04-01,2023-04-16,15,10,DEL-001824,Delayed
FAC-0047,EPINEPHRINE,2023-05-01,2023-05-01,0,10,DEL-001825,On-Time
FAC-0047,EPINEPHRINE,2023-05-31,2023-06-09,9,10,DEL-001826,Delayed
FAC-0047,EPINEPHRINE,2023-06-30,2023-07-07,7,10,DEL-001827,Delayed
FAC-0047,EPINEPHRINE,2023-07-30,2023-08-10,11,10,DEL-001828,Delayed
FAC-0047,EPINEPHRINE,2023-08-29,2023-09-01,3,10,DEL-001829,On-Time
FAC-0047,EPINEPHRINE,2023-09-28,2023-10-01,3,10,DEL-001830,On-Time
FAC-0047,EPINEPHRINE,2023-10-28,2023-10-29,1,10,DEL-001831,On-Time
FAC-0047,EPINEPHRINE,2023-11-27,2023-12-18,21,10,DEL-001832,Delayed
FAC-0047,EPINEPHRINE,2023-12-27,2023-12-27,0,10,DEL-001833,On-Time
FAC-0048,PARACETAMOL,2023-01-01,2023-01-25,24,5000,DEL-001834,Delayed
FAC-0048,PARACETAMOL,2023-01-31,2023-02-02,2,5000,DEL-001835,On-Time
FAC-0048,PARACETAMOL,2023-03-02,2023-03-25,23,5000,DEL-001836,Delayed
FAC-0048,PARACETAMOL,2023-04-01,2023-04-21,20,5000,DEL-001837,Delayed
FAC-0048,PARACETAMOL,2023-05-01,2023-05-18,17,5000,DEL-001838,Delayed
FAC-0048,PARACETAMOL,2023-05-31,2023-05-31,0,5000,DEL-001839,On-Time
FAC-0048,PARACETAMOL,2023-06-30,2023-07-07,7,5000,DEL-001840,Delayed
FAC-0048,PARACETAMOL,2023-07-30,2023-08-16,17,5000,DEL-001841,Delayed
FAC-0048,PARACETAMOL,2023-08-29,2023-08-29,0,5000,DEL-001842,On-Time
FAC-0048,PARACETAMOL,2023-09-28,2023-10-04,6,5000,DEL-001843,Delayed
FAC-0048,PARACETAMOL,2023-10-28,2023-11-05,8,5000,DEL-001844,Delayed
FAC-0048,PARACETAMOL,2023-11-27,2023-12-30,33,5000,DEL-001845,Delayed
FAC-0048,PARACETAMOL,2023-12-27,2023-12-31,4,5000,DEL-001846,Delayed
FAC-0048,RIF_INH,2023-01-01,2023-01-04,3,800,DEL-001847,On-Time
FAC-0048,RIF_INH,2023-01-31,2023-03-26,54,800,DEL-001848,Delayed
FAC-0048,RIF_INH,2023-03-02,2023-03-09,7,800,DEL-001849,Delayed
FAC-0048,RIF_INH,2023-04-01,2023-04-08,7,800,DEL-001850,Delayed
FAC-0048,RIF_INH,2023-05-01,2023-05-24,23,800,DEL-001851,Delayed
FAC-0048,RIF_INH,2023-05-31,2023-06-19,19,800,DEL-001852,Delayed
FAC-0048,RIF_INH,2023-06-30,2023-07-09,9,800,DEL-001853,Delayed
FAC-0048,RIF_INH,2023-07-30,2023-08-14,15,800,DEL-001854,Delayed
FAC-0048,RIF_INH,2023-08-29,2023-09-04,6,800,DEL-001855,Delayed
FAC-0048,RIF_INH,2023-09-28,2023-10-17,19,800,DEL-001856,Delayed
FAC-0048,RIF_INH,2023-10-28,2023-10-30,2,800,DEL-001857,On-Time
FAC-0048,RIF_INH,2023-11-27,2023-11-29,2,800,DEL-001858,On-Time
FAC-0048,RIF_INH,2023-12-27,2024-01-03,7,800,DEL-001859,Delayed
FAC-0048,EPINEPHRINE,2023-01-01,2023-01-01,0,10,DEL-001860,On-Time
FAC-0048,EPINEPHRINE,2023-01-31,2023-02-04,4,10,DEL-001861,Delayed
FAC-0048,EPINEPHRINE,2023-03-02,2023-03-13,11,10,DEL-001862,Delayed
FAC-0048,EPINEPHRINE,2023-04-01,2023-04-07,6,10,DEL-001863,Delayed
FAC-0048,EPINEPHRINE,2023-05-01,2023-05-03,2,10,DEL-001864,On-Time
FAC-0048,EPINEPHRINE,2023-05-31,2023-09-07,99,10,DEL-001865,Delayed
FAC-0048,EPINEPHRINE,2023-06-30,2023-07-31,31,10,DEL-001866,Delayed
FAC-0048,EPINEPHRINE,2023-07-30,2023-08-03,4,10,DEL-001867,Delayed
FAC-0048,EPINEPHRINE,2023-08-29,2023-09-27,29,10,DEL-001868,Delayed
FAC-0048,EPINEPHRINE,2023-09-28,2023-11-08,41,10,DEL-001869,Delayed
FAC-0048,EPINEPHRINE,2023-10-28,2023-11-19,22,10,DEL-001870,Delayed
FAC-0048,EPINEPHRINE,2023-11-27,2023-11-27,0,10,DEL-001871,On-Time
FAC-0048,EPINEPHRINE,2023-12-27,2024-01-09,13,10,DEL-001872,Delayed
FAC-0049,PARACETAMOL,2023-01-01,2023-01-07,6,5000,DEL-001873,Delayed
FAC-0049,PARACETAMOL,2023-01-31,2023-02-06,6,5000,DEL-001874,Delayed
FAC-0049,PARACETAMOL,2023-03-02,2023-03-03,1,5000,DEL-001875,On-Time
FAC-0049,PARACETAMOL,2023-04-01,2023-04-12,11,5000,DEL-001876,Delayed
FAC-0049,PARACETAMOL,2023-05-01,2023-05-20,19,5000,DEL-001877,Delayed
FAC-0049,PARACETAMOL,2023-05-31,2023-05-31,0,5000,DEL-001878,On-Time
FAC-0049,PARACETAMOL,2023-06-30,2023-07-02,2,5000,DEL-001879,On-Time
FAC-0049,PARACETAMOL,2023-07-30,2023-07-30,0,5000,DEL-001880,On-Time
FAC-0049,PARACETAMOL,2023-08-29,2023-09-13,15,5000,DEL-001881,Delayed
FAC-0049,PARACETAMOL,2023-09-28,2023-11-10,43,5000,DEL-001882,Delayed
FAC-0049,PARACETAMOL,2023-10-28,2023-10-28,0,5000,DEL-001883,On-Time
FAC-0049,PARACETAMOL,2023-11-27,2023-12-17,20,5000,DEL-001884,Delayed
FAC-0049,PARACETAMOL,2023-12-27,2024-01-01,5,5000,DEL-001885,Delayed
FAC-0049,RIF_INH,2023-01-01,2023-01-27,26,800,DEL-001886,Delayed
FAC-0049,RIF_INH,2023-01-31,2023-03-06,34,800,DEL-001887,Delayed
FAC-0049,RIF_INH,2023-03-02,2023-03-16,14,800,DEL-001888,Delayed
FAC-0049,RIF_INH,2023-04-01,2023-04-02,1,800,DEL-001889,On-Time
FAC-0049,RIF_INH,2023-05-01,2023-05-08,7,800,DEL-001890,Delayed
FAC-0049,RIF_INH,2023-05-31,2023-06-01,1,800,DEL-001891,On-Time
FAC-0049,RIF_INH,2023-06-30,2023-08-11,42,800,DEL-001892,Delayed
FAC-0049,RIF_INH,2023-07-30,2023-08-04,5,800,DEL-001893,Delayed
FAC-0049,RIF_INH,2023-08-29,2023-08-31,2,800,DEL-001894,On-Time
FAC-0049,RIF_INH,2023-09-28,2023-10-01,3,800,DEL-001895,On-Time
FAC-0049,RIF_INH,2023-10-28,2023-11-27,30,800,DEL-001896,Delayed
FAC-0049,RIF_INH,2023-11-27,2023-11-28,1,800,DEL-001897,On-Time
FAC-0049,RIF_INH,2023-12-27,2024-01-07,11,800,DEL-001898,Delayed
FAC-0049,EPINEPHRINE,2023-01-01,2023-01-21,20,10,DEL-001899,Delayed
FAC-0049,EPINEPHRINE,2023-01-31,2023-02-04,4,10,DEL-001900,Delayed
FAC-0049,EPINEPHRINE,2023-03-02,2023-03-11,9,10,DEL-001901,Delayed
FAC-0049,EPINEPHRINE,2023-04-01,2023-04-08,7,10,DEL-001902,Delayed
FAC-0049,EPINEPHRINE,2023-05-01,2023-05-06,5,10,DEL-001903,Delayed
FAC-0049,EPINEPHRINE,2023-05-31,2023-06-04,4,10,DEL-001904,Delayed
FAC-0049,EPINEPHRINE,2023-06-30,2023-06-30,0,10,DEL-001905,On-Time
FAC-0049,EPINEPHRINE,2023-07-30,2023-08-02,3,10,DEL-001906,On-Time
FAC-0049,EPINEPHRINE,2023-08-29,2023-08-30,1,10,DEL-001907,On-Time
FAC-0049,EPINEPHRINE,2023-09-28,2023-10-03,5,10,DEL-001908,Delayed
FAC-0049,EPINEPHRINE,2023-10-28,2023-11-09,12,10,DEL-001909,Delayed
FAC-0049,EPINEPHRINE,2023-11-27,2023-11-29,2,10,DEL-001910,On-Time
FAC-0049,EPINEPHRINE,2023-12-27,2023-12-29,2,10,DEL-001911,On-Time
FAC-0050,PARACETAMOL,2023-01-01,2023-01-06,5,5000,DEL-001912,Delayed
FAC-0050,PARACETAMOL,2023-01-31,2023-02-22,22,5000,DEL-001913,Delayed
FAC-0050,PARACETAMOL,2023-03-02,2023-03-30,28,5000,DEL-001914,Delayed
FAC-0050,PARACETAMOL,2023-04-01,2023-04-03,2,5000,DEL-001915,On-Time
FAC-0050,PARACETAMOL,2023-05-01,2023-06-03,33,5000,DEL-001916,Delayed
FAC-0050,PARACETAMOL,2023-05-31,2023-06-22,22,5000,DEL-001917,Delayed
FAC-0050,PARACETAMOL,2023-06-30,2023-07-01,1,5000,DEL-001918,On-Time
FAC-0050,PARACETAMOL,2023-07-30,2023-08-15,16,5000,DEL-001919,Delayed
FAC-0050,PARACETAMOL,2023-08-29,2023-09-10,12,5000,DEL-001920,Delayed
FAC-0050,PARACETAMOL,2023-09-28,2023-10-08,10,5000,DEL-001921,Delayed
FAC-0050,PARACETAMOL,2023-10-28,2023-10-29,1,5000,DEL-001922,On-Time
FAC-0050,PARACETAMOL,2023-11-27,2023-12-12,15,5000,DEL-001923,Delayed
FAC-0050,PARACETAMOL,2023-12-27,2024-01-07,11,5000,DEL-001924,Delayed
FAC-0050,RIF_INH,2023-01-01,2023-01-05,4,800,DEL-001925,Delayed
FAC-0050,RIF_INH,2023-01-31,2023-02-08,8,800,DEL-001926,Delayed
FAC-0050,RIF_INH,2023-03-02,2023-03-23,21,800,DEL-001927,Delayed
FAC-0050,RIF_INH,2023-04-01,2023-04-01,0,800,DEL-001928,On-Time
FAC-0050,RIF_INH,2023-05-01,2023-05-08,7,800,DEL-001929,Delayed
FAC-0050,RIF_INH,2023-05-31,2023-06-26,26,800,DEL-001930,Delayed
FAC-0050,RIF_INH,2023-06-30,2023-07-08,8,800,DEL-001931,Delayed
FAC-0050,RIF_INH,2023-07-30,2023-08-27,28,800,DEL-001932,Delayed
FAC-0050,RIF_INH,2023-08-29,2023-08-31,2,800,DEL-001933,On-Time
FAC-0050,RIF_INH,2023-09-28,2023-10-19,21,800,DEL-001934,Delayed
FAC-0050,RIF_INH,2023-10-28,2023-12-07,40,800,DEL-001935,Delayed
FAC-0050,RIF_INH,2023-11-27,2023-11-29,2,800,DEL-001936,On-Time
FAC-0050,RIF_INH,2023-12-27,2024-01-21,25,800,DEL-001937,Delayed
FAC-0050,EPINEPHRINE,2023-01-01,2023-01-05,4,10,DEL-001938,Delayed
FAC-0050,EPINEPHRINE,2023-01-31,2023-02-01,1,10,DEL-001939,On-Time
FAC-0050,EPINEPHRINE,2023-03-02,2023-03-03,1,10,DEL-001940,On-Time
FAC-0050,EPINEPHRINE,2023-04-01,2023-04-08,7,10,DEL-001941,Delayed
FAC-0050,EPINEPHRINE,2023-05-01,2023-05-01,0,10,DEL-001942,On-Time
FAC-0050,EPINEPHRINE,2023-05-31,2023-06-04,4,10,DEL-001943,Delayed
FAC-0050,EPINEPHRINE,2023-06-30,2023-07-07,7,10,DEL-001944,Delayed
FAC-0050,EPINEPHRINE,2023-07-30,2023-08-07,8,10,DEL-001945,Delayed
FAC-0050,EPINEPHRINE,2023-08-29,2023-09-01,3,10,DEL-001946,On-Time
FAC-0050,EPINEPHRINE,2023-09-28,2023-10-03,5,10,DEL-001947,Delayed
FAC-0050,EPINEPHRINE,2023-10-28,2023-10-30,2,10,DEL-001948,On-Time
FAC-0050,EPINEPHRINE,2023-11-27,2023-12-01,4,10,DEL-001949,Delayed
FAC-0050,EPINEPHRINE,2023-12-27,2024-01-13,17,10,DEL-001950,Delayed
FAC-0051,PARACETAMOL,2023-01-01,2023-01-07,6,5000,DEL-001951,Delayed
FAC-0051,PARACETAMOL,2023-01-31,2023-02-17,17,5000,DEL-001952,Delayed
FAC-0051,PARACETAMOL,2023-03-02,2023-03-05,3,5000,DEL-001953,On-Time
FAC-0051,PARACETAMOL,2023-04-01,2023-04-01,0,5000,DEL-001954,On-Time
FAC-0051,PARACETAMOL,2023-05-01,2023-05-10,9,5000,DEL-001955,Delayed
FAC-0051,PARACETAMOL,2023-05-31,2023-06-16,16,5000,DEL-001956,Delayed
FAC-0051,PARACETAMOL,2023-06-30,2023-07-01,1,5000,DEL-001957,On-Time
FAC-0051,PARACETAMOL,2023-07-30,2023-08-13,14,5000,DEL-001958,Delayed
FAC-0051,PARACETAMOL,2023-08-29,2023-08-30,1,5000,DEL-001959,On-Time
FAC-0051,PARACETAMOL,2023-09-28,2023-10-02,4,5000,DEL-001960,Delayed
FAC-0051,PARACETAMOL,2023-10-28,2023-11-07,10,5000,DEL-001961,Delayed
FAC-0051,PARACETAMOL,2023-11-27,2023-11-28,1,5000,DEL-001962,On-Time
FAC-0051,PARACETAMOL,2023-12-27,2024-01-08,12,5000,DEL-001963,Delayed
FAC-0051,RIF_INH,2023-01-01,2023-01-10,9,800,DEL-001964,Delayed
FAC-0051,RIF_INH,2023-01-31,2023-02-13,13,800,DEL-001965,Delayed
FAC-0051,RIF_INH,2023-03-02,2023-03-03,1,800,DEL-001966,On-Time
FAC-0051,RIF_INH,2023-04-01,2023-04-04,3,800,DEL-001967,On-Time
FAC-0051,RIF_INH,2023-05-01,2023-05-22,21,800,DEL-001968,Delayed
FAC-0051,RIF_INH,2023-05-31,2023-05-31,0,800,DEL-001969,On-Time
FAC-0051,RIF_INH,2023-06-30,2023-07-22,22,800,DEL-001970,Delayed
FAC-0051,RIF_INH,2023-07-30,2023-08-15,16,800,DEL-001971,Delayed
FAC-0051,RIF_INH,2023-08-29,2023-08-30,1,800,DEL-001972,On-Time
FAC-0051,RIF_INH,2023-09-28,2023-09-30,2,800,DEL-001973,On-Time
FAC-0051,RIF_INH,2023-10-28,2023-11-16,19,800,DEL-001974,Delayed
FAC-0051,RIF_INH,2023-11-27,2023-12-05,8,800,DEL-001975,Delayed
FAC-0051,RIF_INH,2023-12-27,2024-01-03,7,800,DEL-001976,Delayed
FAC-0051,EPINEPHRINE,2023-01-01,2023-01-05,4,10,DEL-001977,Delayed
FAC-0051,EPINEPHRINE,2023-01-31,2023-02-07,7,10,DEL-001978,Delayed
FAC-0051,EPINEPHRINE,2023-03-02,2023-03-07,5,10,DEL-001979,Delayed
FAC-0051,EPINEPHRINE,2023-04-01,2023-04-07,6,10,DEL-001980,Delayed
FAC-0051,EPINEPHRINE,2023-05-01,2023-05-23,22,10,DEL-001981,Delayed
FAC-0051,EPINEPHRINE,2023-05-31,2023-05-31,0,10,DEL-001982,On-Time
FAC-0051,EPINEPHRINE,2023-06-30,2023-07-28,28,10,DEL-001983,Delayed
FAC-0051,EPINEPHRINE,2023-07-30,2023-08-03,4,10,DEL-001984,Delayed
FAC-0051,EPINEPHRINE,2023-08-29,2023-09-02,4,10,DEL-001985,Delayed
FAC-0051,EPINEPHRINE,2023-09-28,2023-10-12,14,10,DEL-001986,Delayed
FAC-0051,EPINEPHRINE,2023-10-28,2023-11-22,25,10,DEL-001987,Delayed
FAC-0051,EPINEPHRINE,2023-11-27,2023-12-07,10,10,DEL-001988,Delayed
FAC-0051,EPINEPHRINE,2023-12-27,2023-12-30,3,10,DEL-001989,On-Time
FAC-0052,PARACETAMOL,2023-01-01,2023-01-02,1,5000,DEL-001990,On-Time
FAC-0052,PARACETAMOL,2023-01-31,2023-02-06,6,5000,DEL-001991,Delayed
FAC-0052,PARACETAMOL,2023-03-02,2023-03-02,0,5000,DEL-001992,On-Time
FAC-0052,PARACETAMOL,2023-04-01,2023-04-23,22,5000,DEL-001993,Delayed
FAC-0052,PARACETAMOL,2023-05-01,2023-05-05,4,5000,DEL-001994,Delayed
FAC-0052,PARACETAMOL,2023-05-31,2023-06-15,15,5000,DEL-001995,Delayed
FAC-0052,PARACETAMOL,2023-06-30,2023-07-19,19,5000,DEL-001996,Delayed
FAC-0052,PARACETAMOL,2023-07-30,2023-08-09,10,5000,DEL-001997,Delayed
FAC-0052,PARACETAMOL,2023-08-29,2023-09-13,15,5000,DEL-001998,Delayed
FAC-0052,PARACETAMOL,2023-09-28,2023-10-07,9,5000,DEL-001999,Delayed
FAC-0052,PARACETAMOL,2023-10-28,2023-11-01,4,5000,DEL-002000,Delayed
FAC-0052,PARACETAMOL,2023-11-27,2023-12-11,14,5000,DEL-002001,Delayed
FAC-0052,PARACETAMOL,2023-12-27,2024-01-09,13,5000,DEL-002002,Delayed
FAC-0052,RIF_INH,2023-01-01,2023-01-02,1,800,DEL-002003,On-Time
FAC-0052,RIF_INH,2023-01-31,2023-02-16,16,800,DEL-002004,Delayed
FAC-0052,RIF_INH,2023-03-02,2023-03-07,5,800,DEL-002005,Delayed
FAC-0052,RIF_INH,2023-04-01,2023-05-02,31,800,DEL-002006,Delayed
FAC-0052,RIF_INH,2023-05-01,2023-05-22,21,800,DEL-002007,Delayed
FAC-0052,RIF_INH,2023-05-31,2023-06-08,8,800,DEL-002008,Delayed
FAC-0052,RIF_INH,2023-06-30,2023-07-10,10,800,DEL-002009,Delayed
FAC-0052,RIF_INH,2023-07-30,2023-07-31,1,800,DEL-002010,On-Time
FAC-0052,RIF_INH,2023-08-29,2023-09-05,7,800,DEL-002011,Delayed
FAC-0052,RIF_INH,2023-09-28,2023-10-04,6,800,DEL-002012,Delayed
FAC-0052,RIF_INH,2023-10-28,2023-11-02,5,800,DEL-002013,Delayed
FAC-0052,RIF_INH,2023-11-27,2023-12-04,7,800,DEL-002014,Delayed
FAC-0052,RIF_INH,2023-12-27,2024-02-13,48,800,DEL-002015,Delayed
FAC-0052,EPINEPHRINE,2023-01-01,2023-01-02,1,10,DEL-002016,On-Time
FAC-0052,EPINEPHRINE,2023-01-31,2023-02-01,1,10,DEL-002017,On-Time
FAC-0052,EPINEPHRINE,2023-03-02,2023-03-09,7,10,DEL-002018,Delayed
FAC-0052,EPINEPHRINE,2023-04-01,2023-04-05,4,10,DEL-002019,Delayed
FAC-0052,EPINEPHRINE,2023-05-01,2023-05-13,12,10,DEL-002020,Delayed
FAC-0052,EPINEPHRINE,2023-05-31,2023-06-03,3,10,DEL-002021,On-Time
FAC-0052,EPINEPHRINE,2023-06-30,2023-07-22,22,10,DEL-002022,Delayed
FAC-0052,EPINEPHRINE,2023-07-30,2023-08-18,19,10,DEL-002023,Delayed
FAC-0052,EPINEPHRINE,2023-08-29,2023-08-31,2,10,DEL-002024,On-Time
FAC-0052,EPINEPHRINE,2023-09-28,2023-09-29,1,10,DEL-002025,On-Time
FAC-0052,EPINEPHRINE,2023-10-28,2023-11-10,13,10,DEL-002026,Delayed
FAC-0052,EPINEPHRINE,2023-11-27,2023-11-27,0,10,DEL-002027,On-Time
FAC-0052,EPINEPHRINE,2023-12-27,2023-12-30,3,10,DEL-002028,On-Time
FAC-0053,PARACETAMOL,2023-01-01,2023-01-13,12,5000,DEL-002029,Delayed
FAC-0053,PARACETAMOL,2023-01-31,2023-01-31,0,5000,DEL-002030,On-Time
FAC-0053,PARACETAMOL,2023-03-02,2023-03-07,5,5000,DEL-002031,Delayed
FAC-0053,PARACETAMOL,2023-04-01,2023-04-04,3,5000,DEL-002032,On-Time
FAC-0053,PARACETAMOL,2023-05-01,2023-05-22,21,5000,DEL-002033,Delayed
FAC-0053,PARACETAMOL,2023-05-31,2023-06-02,2,5000,DEL-002034,On-Time
FAC-0053,PARACETAMOL,2023-06-30,2023-07-10,10,5000,DEL-002035,Delayed
FAC-0053,PARACETAMOL,2023-07-30,2023-08-14,15,5000,DEL-002036,Delayed
FAC-0053,PARACETAMOL,2023-08-29,2023-08-30,1,5000,DEL-002037,On-Time
FAC-0053,PARACETAMOL,2023-09-28,2023-10-02,4,5000,DEL-002038,Delayed
FAC-0053,PARACETAMOL,2023-10-28,2023-11-01,4,5000,DEL-002039,Delayed
FAC-0053,PARACETAMOL,2023-11-27,2023-12-01,4,5000,DEL-002040,Delayed
FAC-0053,PARACETAMOL,2023-12-27,2024-01-07,11,5000,DEL-002041,Delayed
FAC-0053,RIF_INH,2023-01-01,2023-01-01,0,800,DEL-002042,On-Time
FAC-0053,RIF_INH,2023-01-31,2023-02-01,1,800,DEL-002043,On-Time
FAC-0053,RIF_INH,2023-03-02,2023-03-03,1,800,DEL-002044,On-Time
FAC-0053,RIF_INH,2023-04-01,2023-04-01,0,800,DEL-002045,On-Time
FAC-0053,RIF_INH,2023-05-01,2023-05-02,1,800,DEL-002046,On-Time
FAC-0053,RIF_INH,2023-05-31,2023-06-02,2,800,DEL-002047,On-Time
FAC-0053,RIF_INH,2023-06-30,2023-07-02,2,800,DEL-002048,On-Time
FAC-0053,RIF_INH,2023-07-30,2023-07-30,0,800,DEL-002049,On-Time
FAC-0053,RIF_INH,2023-08-29,2023-09-02,4,800,DEL-002050,Delayed
FAC-0053,RIF_INH,2023-09-28,2023-09-29,1,800,DEL-002051,On-Time
FAC-0053,RIF_INH,2023-10-28,2023-10-31,3,800,DEL-002052,On-Time
FAC-0053,RIF_INH,2023-11-27,2023-12-01,4,800,DEL-002053,Delayed
FAC-0053,RIF_INH,2023-12-27,2024-01-01,5,800,DEL-002054,Delayed
FAC-0053,EPINEPHRINE,2023-01-01,2023-01-04,3,10,DEL-002055,On-Time
FAC-0053,EPINEPHRINE,2023-01-31,2023-01-31,0,10,DEL-002056,On-Time
FAC-0053,EPINEPHRINE,2023-03-02,2023-03-02,0,10,DEL-002057,On-Time
FAC-0053,EPINEPHRINE,2023-04-01,2023-04-04,3,10,DEL-002058,On-Time
FAC-0053,EPINEPHRINE,2023-05-01,2023-05-11,10,10,DEL-002059,Delayed
FAC-0053,EPINEPHRINE,2023-05-31,2023-06-22,22,10,DEL-002060,Delayed
FAC-0053,EPINEPHRINE,2023-06-30,2023-07-08,8,10,DEL-002061,Delayed
FAC-0053,EPINEPHRINE,2023-07-30,2023-08-01,2,10,DEL-002062,On-Time
FAC-0053,EPINEPHRINE,2023-08-29,2023-09-15,17,10,DEL-002063,Delayed
FAC-0053,EPINEPHRINE,2023-09-28,2023-10-13,15,10,DEL-002064,Delayed
FAC-0053,EPINEPHRINE,2023-10-28,2023-11-06,9,10,DEL-002065,Delayed
FAC-0053,EPINEPHRINE,2023-11-27,2023-12-12,15,10,DEL-002066,Delayed
FAC-0053,EPINEPHRINE,2023-12-27,2024-01-04,8,10,DEL-002067,Delayed
FAC-0054,PARACETAMOL,2023-01-01,2023-01-05,4,5000,DEL-002068,Delayed
FAC-0054,PARACETAMOL,2023-01-31,2023-02-09,9,5000,DEL-002069,Delayed
FAC-0054,PARACETAMOL,2023-03-02,2023-03-08,6,5000,DEL-002070,Delayed
FAC-0054,PARACETAMOL,2023-04-01,2023-04-14,13,5000,DEL-002071,Delayed
FAC-0054,PARACETAMOL,2023-05-01,2023-05-02,1,5000,DEL-002072,On-Time
FAC-0054,PARACETAMOL,2023-05-31,2023-05-31,0,5000,DEL-002073,On-Time
FAC-0054,PARACETAMOL,2023-06-30,2023-07-03,3,5000,DEL-002074,On-Time
